,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,region
1,200,Win,False,True,True,True,True,False,8,1,1,2,0,1,0,"[{'championId': 84, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 141, 'pickTurn': 8}, {'championId': 23, 'pickTurn': 9}, {'championId': 28, 'pickTurn': 10}]",br1
0,100,Win,True,True,False,False,True,True,3,0,0,1,0,1,0,"[{'championId': 28, 'pickTurn': 1}, {'championId': 84, 'pickTurn': 2}, {'championId': 23, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': 777, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 777, 'pickTurn': 6}, {'championId': 98, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",br1
0,100,Win,True,True,False,False,False,False,4,0,0,2,0,1,0,"[{'championId': 23, 'pickTurn': 1}, {'championId': 777, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 84, 'pickTurn': 4}, {'championId': 98, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,True,True,2,0,0,2,0,1,0,"[{'championId': 92, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 53, 'pickTurn': 9}, {'championId': 157, 'pickTurn': 10}]",br1
0,100,Fail,True,True,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 164, 'pickTurn': 1}, {'championId': 84, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 121, 'pickTurn': 4}, {'championId': 51, 'pickTurn': 5}]",br1
1,200,Win,False,False,True,True,True,False,10,2,1,4,0,0,0,"[{'championId': 238, 'pickTurn': 6}, {'championId': 11, 'pickTurn': 7}, {'championId': 28, 'pickTurn': 8}, {'championId': 517, 'pickTurn': 9}, {'championId': 8, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,False,False,False,10,2,0,4,0,1,0,"[{'championId': 236, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 99, 'pickTurn': 3}, {'championId': 38, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,True,True,4,0,0,1,0,1,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 33, 'pickTurn': 7}, {'championId': 25, 'pickTurn': 8}, {'championId': 24, 'pickTurn': 9}, {'championId': 92, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,True,True,False,8,1,2,1,0,1,0,"[{'championId': 8, 'pickTurn': 1}, {'championId': 25, 'pickTurn': 2}, {'championId': 28, 'pickTurn': 3}, {'championId': 92, 'pickTurn': 4}, {'championId': 114, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,True,3,0,0,3,0,1,0,"[{'championId': 157, 'pickTurn': 6}, {'championId': 51, 'pickTurn': 7}, {'championId': 126, 'pickTurn': 8}, {'championId': 53, 'pickTurn': 9}, {'championId': 3, 'pickTurn': 10}]",br1
0,100,Win,True,True,False,False,True,True,4,0,0,2,0,1,0,"[{'championId': 51, 'pickTurn': 1}, {'championId': 9, 'pickTurn': 2}, {'championId': 235, 'pickTurn': 3}, {'championId': 28, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 28, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 777, 'pickTurn': 9}, {'championId': 92, 'pickTurn': 10}]",br1
0,100,Fail,False,True,True,True,False,True,8,2,2,1,0,2,0,"[{'championId': 25, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 92, 'pickTurn': 3}, {'championId': 33, 'pickTurn': 4}, {'championId': 117, 'pickTurn': 5}]",br1
1,200,Win,True,False,False,False,True,False,4,0,1,5,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 777, 'pickTurn': 7}, {'championId': 121, 'pickTurn': 8}, {'championId': 91, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,True,False,True,10,2,1,2,0,2,0,"[{'championId': 107, 'pickTurn': 1}, {'championId': 92, 'pickTurn': 2}, {'championId': 25, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 64, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,True,False,2,0,0,3,0,0,0,"[{'championId': 38, 'pickTurn': 6}, {'championId': 92, 'pickTurn': 7}, {'championId': 777, 'pickTurn': 8}, {'championId': 120, 'pickTurn': 9}, {'championId': 157, 'pickTurn': 10}]",br1
0,100,Fail,True,True,False,False,False,True,3,0,0,1,0,2,0,"[{'championId': 64, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 2}, {'championId': 25, 'pickTurn': 3}, {'championId': 92, 'pickTurn': 4}, {'championId': 51, 'pickTurn': 5}]",br1
1,200,Win,False,False,True,True,True,False,8,1,1,3,0,0,0,"[{'championId': 777, 'pickTurn': 6}, {'championId': 35, 'pickTurn': 7}, {'championId': 236, 'pickTurn': 8}, {'championId': 876, 'pickTurn': 9}, {'championId': 51, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,True,True,2,0,0,1,0,1,0,"[{'championId': 28, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 2}, {'championId': 51, 'pickTurn': 3}, {'championId': 236, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,True,False,False,7,1,1,2,0,1,0,"[{'championId': 412, 'pickTurn': 6}, {'championId': 141, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 51, 'pickTurn': 9}, {'championId': 117, 'pickTurn': 10}]",br1
0,100,Fail,True,True,False,False,True,True,2,0,0,3,0,2,0,"[{'championId': 30, 'pickTurn': 1}, {'championId': 133, 'pickTurn': 2}, {'championId': 91, 'pickTurn': 3}, {'championId': 236, 'pickTurn': 4}, {'championId': 876, 'pickTurn': 5}]",br1
1,200,Win,False,False,True,True,False,False,11,3,2,1,0,0,0,"[{'championId': 92, 'pickTurn': 6}, {'championId': 117, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 84, 'pickTurn': 9}, {'championId': 24, 'pickTurn': 10}]",br1
0,100,Win,True,False,True,True,True,False,7,1,1,3,0,0,0,"[{'championId': 235, 'pickTurn': 1}, {'championId': 79, 'pickTurn': 2}, {'championId': 92, 'pickTurn': 3}, {'championId': 24, 'pickTurn': 4}, {'championId': 164, 'pickTurn': 5}]",br1
1,200,Fail,False,True,False,False,False,True,3,0,0,2,0,2,0,"[{'championId': 236, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 240, 'pickTurn': 8}, {'championId': 157, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",br1
0,100,Fail,True,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 51, 'pickTurn': 1}, {'championId': 28, 'pickTurn': 2}, {'championId': 39, 'pickTurn': 3}, {'championId': 114, 'pickTurn': 4}, {'championId': 91, 'pickTurn': 5}]",br1
1,200,Win,False,True,True,True,True,False,9,1,1,3,0,1,0,"[{'championId': 39, 'pickTurn': 6}, {'championId': 164, 'pickTurn': 7}, {'championId': 2, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 268, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 106, 'pickTurn': 1}, {'championId': 236, 'pickTurn': 2}, {'championId': 25, 'pickTurn': 3}, {'championId': 28, 'pickTurn': 4}, {'championId': 51, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,True,True,False,9,1,1,4,0,1,0,"[{'championId': 876, 'pickTurn': 6}, {'championId': 51, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 28, 'pickTurn': 9}, {'championId': 67, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,False,True,False,9,2,0,1,0,0,0,"[{'championId': 223, 'pickTurn': 1}, {'championId': 25, 'pickTurn': 2}, {'championId': 69, 'pickTurn': 3}, {'championId': 15, 'pickTurn': 4}, {'championId': 245, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 157, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 103, 'pickTurn': 8}, {'championId': 105, 'pickTurn': 9}, {'championId': 25, 'pickTurn': 10}]",br1
0,100,Fail,True,True,True,True,False,False,6,1,1,1,0,0,0,"[{'championId': 266, 'pickTurn': 1}, {'championId': 25, 'pickTurn': 2}, {'championId': 122, 'pickTurn': 3}, {'championId': 90, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",br1
1,200,Win,False,False,False,False,True,False,9,2,1,3,0,0,0,"[{'championId': 107, 'pickTurn': 6}, {'championId': 53, 'pickTurn': 7}, {'championId': 517, 'pickTurn': 8}, {'championId': 157, 'pickTurn': 9}, {'championId': 35, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,True,True,True,6,1,1,1,0,2,0,"[{'championId': 28, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 25, 'pickTurn': 3}, {'championId': 777, 'pickTurn': 4}, {'championId': 238, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,4,0,0,0,0,0,0,"[{'championId': 238, 'pickTurn': 6}, {'championId': 25, 'pickTurn': 7}, {'championId': 92, 'pickTurn': 8}, {'championId': 23, 'pickTurn': 9}, {'championId': 60, 'pickTurn': 10}]",br1
0,100,Win,True,True,False,False,True,False,4,0,0,1,0,0,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 126, 'pickTurn': 2}, {'championId': 28, 'pickTurn': 3}, {'championId': 84, 'pickTurn': 4}, {'championId': 236, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,True,0,0,0,0,0,1,0,"[{'championId': 777, 'pickTurn': 6}, {'championId': 28, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 122, 'pickTurn': 9}, {'championId': 98, 'pickTurn': 10}]",br1
0,100,Fail,False,True,False,False,True,False,4,0,0,2,0,1,0,"[{'championId': 58, 'pickTurn': 1}, {'championId': 7, 'pickTurn': 2}, {'championId': 875, 'pickTurn': 3}, {'championId': 236, 'pickTurn': 4}, {'championId': 157, 'pickTurn': 5}]",br1
1,200,Win,True,False,True,True,False,True,8,2,2,3,0,1,0,"[{'championId': 38, 'pickTurn': 6}, {'championId': 121, 'pickTurn': 7}, {'championId': 25, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 28, 'pickTurn': 10}]",br1
0,100,Win,True,True,False,False,True,False,3,0,0,2,0,1,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 55, 'pickTurn': 3}, {'championId': 164, 'pickTurn': 4}, {'championId': 84, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 38, 'pickTurn': 6}, {'championId': 51, 'pickTurn': 7}, {'championId': 11, 'pickTurn': 8}, {'championId': 28, 'pickTurn': 9}, {'championId': 22, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 235, 'pickTurn': 2}, {'championId': 38, 'pickTurn': 3}, {'championId': 51, 'pickTurn': 4}, {'championId': 91, 'pickTurn': 5}]",br1
1,200,Win,True,True,False,False,True,True,4,0,0,3,0,2,0,"[{'championId': 84, 'pickTurn': 6}, {'championId': 157, 'pickTurn': 7}, {'championId': 28, 'pickTurn': 8}, {'championId': 82, 'pickTurn': 9}, {'championId': 133, 'pickTurn': 10}]",br1
0,100,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 236, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 117, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 54, 'pickTurn': 5}]",br1
1,200,Win,False,True,True,False,True,True,8,1,0,2,0,1,0,"[{'championId': 28, 'pickTurn': 6}, {'championId': 107, 'pickTurn': 7}, {'championId': 39, 'pickTurn': 8}, {'championId': 55, 'pickTurn': 9}, {'championId': 555, 'pickTurn': 10}]",br1
0,100,Win,False,True,True,False,True,True,9,2,0,3,0,2,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 38, 'pickTurn': 2}, {'championId': 121, 'pickTurn': 3}, {'championId': 266, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",br1
1,200,Fail,True,False,False,True,False,False,1,0,1,1,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 99, 'pickTurn': 7}, {'championId': 51, 'pickTurn': 8}, {'championId': 84, 'pickTurn': 9}, {'championId': 35, 'pickTurn': 10}]",br1
0,100,Fail,False,True,False,False,False,True,4,0,0,1,0,2,0,"[{'championId': 117, 'pickTurn': 1}, {'championId': 412, 'pickTurn': 2}, {'championId': 51, 'pickTurn': 3}, {'championId': 164, 'pickTurn': 4}, {'championId': 38, 'pickTurn': 5}]",br1
1,200,Win,True,False,True,True,True,False,6,1,1,3,0,0,0,"[{'championId': 202, 'pickTurn': 6}, {'championId': 92, 'pickTurn': 7}, {'championId': 60, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 121, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,False,True,True,10,1,0,4,0,2,0,"[{'championId': 25, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 157, 'pickTurn': 4}, {'championId': 120, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 876, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 122, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,True,False,True,9,2,1,1,0,1,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 2}, {'championId': 91, 'pickTurn': 3}, {'championId': 107, 'pickTurn': 4}, {'championId': 51, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': 28, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 55, 'pickTurn': 8}, {'championId': 122, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",br1
0,100,Fail,False,True,True,False,True,True,8,1,1,2,0,2,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 5}, {'championId': 82, 'pickTurn': 8}, {'championId': 54, 'pickTurn': 10}]",br1
1,200,Win,True,False,False,True,False,False,8,1,1,3,0,0,0,"[{'championId': 236, 'pickTurn': 2}, {'championId': 51, 'pickTurn': 4}, {'championId': 164, 'pickTurn': 6}, {'championId': 142, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 9}]",br1
0,100,Win,True,True,True,False,True,True,10,3,0,4,0,2,0,"[{'championId': 157, 'pickTurn': 1}, {'championId': 64, 'pickTurn': 3}, {'championId': 107, 'pickTurn': 5}, {'championId': 84, 'pickTurn': 8}, {'championId': 8, 'pickTurn': 10}]",br1
1,200,Fail,False,False,False,False,False,False,0,0,0,1,0,0,0,"[{'championId': 24, 'pickTurn': 2}, {'championId': 26, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 236, 'pickTurn': 9}]",br1
0,100,Fail,False,False,False,False,False,True,0,0,0,0,0,1,0,"[{'championId': 30, 'pickTurn': 1}, {'championId': 157, 'pickTurn': 2}, {'championId': 51, 'pickTurn': 3}, {'championId': 23, 'pickTurn': 4}, {'championId': 777, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,False,True,False,8,1,0,2,0,1,0,"[{'championId': 99, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 55, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}]",br1
0,100,Fail,True,True,False,False,True,True,4,0,0,3,0,2,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 38, 'pickTurn': 2}, {'championId': 24, 'pickTurn': 3}, {'championId': 28, 'pickTurn': 4}, {'championId': 121, 'pickTurn': 5}]",br1
1,200,Win,False,False,True,True,False,False,10,3,2,3,0,0,0,"[{'championId': 122, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 23, 'pickTurn': 8}, {'championId': 111, 'pickTurn': 9}, {'championId': 84, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,False,True,True,4,1,0,4,0,2,0,"[{'championId': 28, 'pickTurn': 1}, {'championId': 23, 'pickTurn': 2}, {'championId': 30, 'pickTurn': 3}, {'championId': 777, 'pickTurn': 4}, {'championId': 11, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 777, 'pickTurn': 6}, {'championId': 117, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 35, 'pickTurn': 9}, {'championId': 51, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,True,False,2,0,0,2,0,0,0,"[{'championId': 30, 'pickTurn': 1}, {'championId': 55, 'pickTurn': 2}, {'championId': 72, 'pickTurn': 3}, {'championId': 28, 'pickTurn': 4}, {'championId': 120, 'pickTurn': 5}]",br1
1,200,Win,True,True,False,True,False,True,4,0,1,1,0,1,0,"[{'championId': 55, 'pickTurn': 6}, {'championId': 25, 'pickTurn': 7}, {'championId': 58, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 28, 'pickTurn': 10}]",br1
0,100,Fail,True,True,False,False,False,False,2,0,0,0,0,0,0,[],br1
1,200,Win,False,False,True,False,False,False,4,1,0,0,0,0,0,[],br1
0,100,Win,False,False,True,False,False,False,9,2,0,2,0,1,0,"[{'championId': 8, 'pickTurn': 1}, {'championId': 117, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 84, 'pickTurn': 4}, {'championId': 38, 'pickTurn': 5}]",br1
1,200,Fail,True,True,False,False,True,True,3,0,0,1,0,1,0,"[{'championId': 84, 'pickTurn': 6}, {'championId': 38, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 8, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 236, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 121, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,False,True,True,8,1,0,1,0,1,0,"[{'championId': 111, 'pickTurn': 6}, {'championId': 84, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 777, 'pickTurn': 9}, {'championId': 51, 'pickTurn': 10}]",br1
0,100,Win,False,True,True,True,True,True,10,2,2,3,0,2,0,"[{'championId': 38, 'pickTurn': 1}, {'championId': 60, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 236, 'pickTurn': 4}, {'championId': 92, 'pickTurn': 5}]",br1
1,200,Fail,True,False,False,False,False,False,3,0,0,2,0,0,0,"[{'championId': 38, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 25, 'pickTurn': 8}, {'championId': 3, 'pickTurn': 9}, {'championId': 24, 'pickTurn': 10}]",br1
0,100,Win,False,True,True,True,True,True,8,1,1,2,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 30, 'pickTurn': 3}, {'championId': 120, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",br1
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 236, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 51, 'pickTurn': 8}, {'championId': 22, 'pickTurn': 9}, {'championId': 238, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 11, 'pickTurn': 3}, {'championId': 91, 'pickTurn': 4}, {'championId': 238, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,True,True,False,6,1,1,4,0,1,0,"[{'championId': 28, 'pickTurn': 6}, {'championId': 92, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 33, 'pickTurn': 9}, {'championId': 120, 'pickTurn': 10}]",br1
0,100,Win,False,True,True,False,True,True,9,1,0,2,0,1,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 236, 'pickTurn': 2}, {'championId': 48, 'pickTurn': 3}, {'championId': 122, 'pickTurn': 4}, {'championId': 120, 'pickTurn': 5}]",br1
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 84, 'pickTurn': 7}, {'championId': 80, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",br1
0,100,Win,False,True,True,False,True,True,10,3,1,4,0,2,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 39, 'pickTurn': 2}, {'championId': 30, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 777, 'pickTurn': 5}]",br1
1,200,Fail,True,False,False,True,False,False,3,0,1,1,0,0,0,"[{'championId': 84, 'pickTurn': 6}, {'championId': 51, 'pickTurn': 7}, {'championId': 141, 'pickTurn': 8}, {'championId': 876, 'pickTurn': 9}, {'championId': 11, 'pickTurn': 10}]",br1
0,100,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 157, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 2}, {'championId': 875, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 120, 'pickTurn': 5}]",br1
1,200,Win,False,True,True,True,True,True,7,1,1,3,0,2,0,"[{'championId': 412, 'pickTurn': 6}, {'championId': 121, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 38, 'pickTurn': 9}, {'championId': 117, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 38, 'pickTurn': 1}, {'championId': 104, 'pickTurn': 2}, {'championId': 120, 'pickTurn': 3}, {'championId': 84, 'pickTurn': 4}, {'championId': 122, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,True,True,True,10,2,1,3,0,2,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 114, 'pickTurn': 8}, {'championId': 51, 'pickTurn': 9}, {'championId': 141, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,True,False,True,10,3,1,3,0,2,0,"[{'championId': 8, 'pickTurn': 1}, {'championId': 107, 'pickTurn': 2}, {'championId': 28, 'pickTurn': 3}, {'championId': 78, 'pickTurn': 4}, {'championId': 122, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,True,False,1,0,0,2,0,0,0,"[{'championId': 92, 'pickTurn': 6}, {'championId': 51, 'pickTurn': 7}, {'championId': 67, 'pickTurn': 8}, {'championId': 11, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",br1
0,100,Win,False,True,True,True,False,False,11,3,1,2,0,1,0,"[{'championId': 7, 'pickTurn': 1}, {'championId': 412, 'pickTurn': 2}, {'championId': 92, 'pickTurn': 3}, {'championId': 111, 'pickTurn': 4}, {'championId': 11, 'pickTurn': 5}]",br1
1,200,Fail,True,False,False,False,True,True,0,0,0,2,0,1,0,"[{'championId': 141, 'pickTurn': 6}, {'championId': 38, 'pickTurn': 7}, {'championId': 122, 'pickTurn': 8}, {'championId': 79, 'pickTurn': 9}, {'championId': 120, 'pickTurn': 10}]",br1
0,100,Win,True,True,True,True,True,True,7,1,1,3,0,2,0,"[{'championId': 9, 'pickTurn': 1}, {'championId': 777, 'pickTurn': 2}, {'championId': 120, 'pickTurn': 3}, {'championId': 164, 'pickTurn': 4}, {'championId': 114, 'pickTurn': 5}]",br1
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 6}, {'championId': 51, 'pickTurn': 7}, {'championId': 107, 'pickTurn': 8}, {'championId': 120, 'pickTurn': 9}, {'championId': 432, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,False,1,0,0,1,0,0,0,"[{'championId': 51, 'pickTurn': 1}, {'championId': 25, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 164, 'pickTurn': 4}, {'championId': 11, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,True,True,True,9,3,1,4,0,2,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 9, 'pickTurn': 8}, {'championId': 35, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",br1
0,100,Fail,False,False,False,False,False,False,3,0,0,1,0,0,0,"[{'championId': 117, 'pickTurn': 1}, {'championId': 33, 'pickTurn': 2}, {'championId': 20, 'pickTurn': 3}, {'championId': 92, 'pickTurn': 4}, {'championId': 107, 'pickTurn': 5}]",br1
1,200,Win,True,True,True,True,True,True,10,2,1,3,0,2,0,"[{'championId': 30, 'pickTurn': 6}, {'championId': 58, 'pickTurn': 7}, {'championId': 26, 'pickTurn': 8}, {'championId': 51, 'pickTurn': 9}, {'championId': 141, 'pickTurn': 10}]",br1
0,100,Fail,True,False,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 107, 'pickTurn': 1}, {'championId': 91, 'pickTurn': 2}, {'championId': 164, 'pickTurn': 3}, {'championId': 555, 'pickTurn': 4}, {'championId': 23, 'pickTurn': 5}]",br1
1,200,Win,False,True,True,True,True,False,9,1,1,4,0,1,0,"[{'championId': 30, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 117, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 26, 'pickTurn': 10}]",br1
0,100,Fail,False,True,False,False,True,True,3,0,0,1,0,2,0,"[{'championId': 141, 'pickTurn': 1}, {'championId': 30, 'pickTurn': 2}, {'championId': 72, 'pickTurn': 3}, {'championId': 28, 'pickTurn': 4}, {'championId': 117, 'pickTurn': 5}]",br1
1,200,Win,True,False,True,True,False,False,8,1,1,3,0,0,0,"[{'championId': 64, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 107, 'pickTurn': 8}, {'championId': 8, 'pickTurn': 9}, {'championId': 53, 'pickTurn': 10}]",br1
0,100,Fail,True,True,True,True,False,True,10,2,2,1,0,1,0,"[{'championId': 64, 'pickTurn': 1}, {'championId': 876, 'pickTurn': 2}, {'championId': 55, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 35, 'pickTurn': 5}]",br1
1,200,Win,False,False,False,False,True,False,9,3,1,4,0,1,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 39, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 91, 'pickTurn': 10}]",br1
